Q46P,Q49,Q260,Q261,Q262,Q263,Q264,Q265,Q266,Q267,Q268,Q269,Q270,Q271,Q272,Q273,Q274,Q275,Q276,Q277,Q278,Q279,Q280,Q281,Q282,Q283,Q284,Q285,Q286,Q287P,Q288,Q289,Q290
4,9,Female,1970,47,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,3,Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)",Private non-profit organization,Yes,Just get by,Lower middle class,4,Protestant,840001
4,8,Male,1969,48,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,2,Master or equivalent (ISCED 7),Master or equivalent (ISCED 7),Short-cycle tertiary education (ISCED 5),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Part time (less than 30 hours a week),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private non-profit organization,Yes,Just get by,Working class,6,Do not belong to a denomination,840001
4,1,Male,1972,45,I am born in this country,Immigrant,Immigrant,840,608,608,"Yes, I am a citizen of this country",4,No,1240,Married,2,Short-cycle tertiary education (ISCED 5),Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Higher administrative (for example: banker, executive in big business, high government official, union official)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Higher administrative (for example: banker, executive in big business, high government official, union official)",Government or public institution,No,Save money,Lower middle class,5,Roman Catholic,840003
3,8,Female,1980,37,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,2,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Short-cycle tertiary education (ISCED 5),Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Farm worker (for example: farm labourer, tractor driver)",Private business or industry,No,Spent savings and borrowed money,Lower middle class,4,Protestant,840001
3,7,Female,1961,56,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,5,Short-cycle tertiary education (ISCED 5),Post-secondary non-tertiary education (ISCED 4),Bachelor or equivalent (ISCED 6),Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Full time (30 hours a week or more),"Higher administrative (for example: banker, executive in big business, high government official, union official)","Higher administrative (for example: banker, executive in big business, high government official, union official)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Private business or industry,No,Save money,Working class,7,Protestant,840001
3,7,Male,1979,38,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,2,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Government or public institution,Yes,Just get by,Lower middle class,5,Roman Catholic,840001
4,8,Female,1964,53,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,2,Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,No,Just get by,Lower middle class,4,Roman Catholic,840001
3,7,Female,1984,33,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Living together as married,0,Doctoral or equivalent (ISCED 8),Post-secondary non-tertiary education (ISCED 4),Master or equivalent (ISCED 7),Doctoral or equivalent (ISCED 8),Self employed,Self employed,"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Private business or industry,No,Just get by,Lower middle class,6,Do not belong to a denomination,840001
4,9,Male,1943,74,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,0,Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Lower secondary education (ISCED 2),Lower secondary education (ISCED 2),Part time (less than 30 hours a week),Part time (less than 30 hours a week),"Higher administrative (for example: banker, executive in big business, high government official, union official)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)",Government or public institution,Yes,Just get by,Working class,6,Protestant,840001
4,9,Male,1966,51,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,3,Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Lower secondary education (ISCED 2),Full time (30 hours a week or more),Part time (less than 30 hours a week),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)",Private non-profit organization,Yes,Save money,Working class,6,Protestant,840001
4,9,Male,1979,38,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",6,No,1240,Married,3,Bachelor or equivalent (ISCED 6),Short-cycle tertiary education (ISCED 5),Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","farm owner, farm manager",Government or public institution,Yes,Just get by,Lower middle class,7,Protestant,840001
3,7,Female,1960,57,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,3,Master or equivalent (ISCED 7),Bachelor or equivalent (ISCED 6),Master or equivalent (ISCED 7),Doctoral or equivalent (ISCED 8),Self employed,Full time (30 hours a week or more),"Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)","Higher administrative (for example: banker, executive in big business, high government official, union official)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Private business or industry,No,Spent some savings and borrowed money,Working class,6,Roman Catholic,840001
3,8,Male,1982,35,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,3,Bachelor or equivalent (ISCED 6),Short-cycle tertiary education (ISCED 5),Short-cycle tertiary education (ISCED 5),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Higher administrative (for example: banker, executive in big business, high government official, union official)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Private business or industry,Yes,Save money,Working class,6,Roman Catholic,840001
3,8,Female,1988,29,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Living together as married,0,Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,Yes,Spent some savings and borrowed money,Upper middle class,3,Do not belong to a denomination,840001
3,8,Male,1970,47,I am an immigrant to this country (born outside this country),Immigrant,Immigrant,826,328,328,"Yes, I am a citizen of this country",4,No,1240,Married,2,Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,Yes,Spent some savings and borrowed money,Lower middle class,4,Protestant,840002
